id,headword,variants,latin,latin_variants,meaning_ta,meaning_en,examples,word_type,category_id,notes,source_id,image
4186,மங்கலத்தான்,,maṅkalattāṉ,,மங்கலச் செயலில் முன்நிற்பவன். (நாவிதன்). | நாவிதன் ( மங்கலச் செயல்களில் முன் நிற்பதால் இப்பெயர் ) .,,மங்கலத்தானெ கூப்பிடுங்க. | அந்த மங்கலத்தானக் கூப்புடு .,பெயர்ச்சொல்,,,np | pm,
4187,மங்கிலியம்,,maṅkiliyam,,,,,,home_household,,od,
4188,மங்கிலியொ,,maṅkiliyo,,தாலி.,,மங்கிலியொ குடுக்கறதக்குப் போறாங்கோ எல்லாரு.,,,,np,
4189,மச்சாண்டார்,மச்சாண்டாரு,maccāṇṭār,maccāṇṭāru,கணவனின் அண்ணன் | கணவரின் அண்ணன்.,,எங்கொ மச்சாண்டாரு வூட்டுக்குப் போனொ.,,kinship,,od | np,
4190,மச்சான்,,maccāṉ,,அக்காவின் கணவர்,,,,kinship,,od,
4191,மச்சான்டாரு,,maccāṉṭāru,,கணவனின் அண்ணன் .,,உங்க மச்சான்டாரு எங்க போயிருக்கறாரு .,பெயர்ச்சொல்,,,pm,
4192,மச்சினெ,,macciṉe,,மனைவியின் தம்பி.,,உங்கெ மச்சினென எங்கியோ ஆளையே காணொ.,,,,np,
4193,மச்சுப் போ ( தல் ),,maccup pō ( tal ),,எடுத்தால் உதிருமளவு உருவமற்றுப் பொருள் மிகவும் நைந்து போதல் .,,அப்பிடியே போட்டு வெச்சிருந்து மச்சுப்போயிருச்சு .,வினைச்சொல்,,,pm,
4194,மச்சூடு,,maccūṭu,,பெரிய வீடு.,,மச்சூடு கட்டி குடி போயாச்சா.,,home_household,,od | np,
4195,மச்சோவ்,,maccōv,,மச்சான்.,,என்னுங்கெ மச்சோவ்.,,,,np,
4196,மச நாய்,,maca nāy,,வெறி நாய் | வெறிபிடித்த நாய்.,,மசநாயி கடிச்சு செத்து போட்ட. | நாக்கு தொங்குது .மசநாயோ என்னமோ .,பெயர்ச்சொல்,nature_animals,,od | np | pm,
4197,மசக்கிருக்கன்,,macakkirukkaṉ,,முட்டாள் பைத்தியக்காரன்,,,,human_behavior,,od,
4198,மசங்கெ நேரெ,,macaṅke nēre,,இரவு ஆரம்பிக்கும் நேரம்.,,மசங்கெ நேரொ ஆயிப் போச்சு இந்தப் புள்ள இன்னுங் காணொ.,,,,np,
4199,மசப்பந்து,,macappantu,,பந்துபோல் துணியால் சுருட்டி சிறுவர்கள் தங்களுக்குள் அடித்து விளையாடுதல்.,,மசப்பந்து வெளையாட வர்றியா.,,,,np,
4200,மசப்புள்ள,,macappuḷḷa,,வெகுளியான பெண் .,,"அவ மசப்புள்ள , சூதுவாசு தெரியாது .",பெயர்ச்சொல்,,,pm,
4201,மசப்புள்ளெ,,macappuḷḷe,,வெகுளிப்பெண்.,,சூது வாது தெரியாதெ மசப்புள்ளெயா இருக்கெ.,,,,np,
4202,மசப்பொழப்பு,,macappoḻappu,,வாழத்தெரியாமல் வாழும் வாழ்க்கை.,,நாங்கெல்லா மசப்பொழப்பு பொழச்சிட்டொ நீயாச்சி நல்லா இரு.,,,,np,
4203,மசமசன்னு,,macamacaṉṉu,,மயக்கத்தில் கண் நன்றாக தெரியாமல் மங்கலாகத் தெரிதல்.,,கண்ணு மசமசன்னு தொங்கு.,,,,np,
4204,மசனப்பாறை,,macaṉappāṟai,,உறுதியில்லாத பொடியும் தன்மை கொண்ட பாறை. | உறுதியற்றுப் பொடியும் தன்மையுடைய பாறை .,,ஒரே மசனப்பாறையா இருக்குது. | கெணத்துல எல்லாம் மசனப்பாறை .,பெயர்ச்சொல்,,,np | pm,
4205,மசனை,,macaṉai,,விரைவில் நொறுங்கிவிட கற்களைக் கொண்ட கிணறு .,,அவங்க கெணறு மசனதான் .,பெயர்ச்சொல்,,,pm,
4206,மசுரு,,macuru,,மயிர்,,,,body_health,,od,
4207,மசை,மசையன்,macai,macaiyaṉ,மந்தமான | விவரமற்றவன் | விபரமில்லாதவன். | வெ கொண்டவன் ; விபரமில்லாதவன்.,,எங்கியோ மசையனா இருக்கறான்டா. | அவன் மசையனாட்டம் இருக,பெயர்ச்சொல்,human_behavior,,od | np | pm,
4208,மசை பிடித்தல்,,macai piṭittal,,வெறி பிடித்தல்,,,வினைச்சொல்,human_behavior,,od,
4209,மஞ்சக்கொழுப்பு,,mañcakkoḻuppu,,மடிப்பை பெ . மடிப்பகுதியில் ( ஆட்டிறைச்சியில் ) சதைகளில் மஞ்சள் நிறத்தில் படர்ந்திருக்கும் அதிகக் கொழுப்பு .,,அவனுக்கு மஞ்சக் கொழுப்புக் கட்டீருக்குது.,பெயர்ச்சொல்,,,pm,
